Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00    4195/3192941     int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(unsigned int, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [167]
                0.00    0.00   20880/3192941     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [152]
                0.00    0.00   40931/3192941     std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [109]
                0.00    0.00  194442/3192941     void std::vector<int, std::allocator<int> >::_M_range_insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::forward_iterator_tag) [73]
                0.00    0.00  298276/3192941     std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [111]
                0.00    0.00  424606/3192941     std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::_Vector_base<int, std::allocator<int> >&&) [50]
                0.00    0.00 1092408/3192941     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [22]
                0.00    0.00 1117203/3192941     std::vector<int, std::allocator<int> >::~vector() [62]
[189]    0.0    0.00    0.00 3192941         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [189]
-----------------------------------------------
                0.00    0.00 3048420/3048420     bool __gnu_cxx::operator!=<mbr const*, std::vector<mbr, std::allocator<mbr> > >(__gnu_cxx::__normal_iterator<mbr const*, std::vector<mbr, std::allocator<mbr> > > const&, __gnu_cxx::__normal_iterator<mbr const*, std::vector<mbr, std::allocator<mbr> > > const&) [204]
[190]    0.0    0.00    0.00 3048420         __gnu_cxx::__normal_iterator<mbr const*, std::vector<mbr, std::allocator<mbr> > >::base() const [190]
-----------------------------------------------
                0.00    0.00    2190/2836403     void std::vector<mbr, std::allocator<mbr> >::_M_realloc_insert<mbr const&>(__gnu_cxx::__normal_iterator<mbr*, std::vector<mbr, std::allocator<mbr> > >, mbr const&) [173]
                0.00    0.00  655464/2836403     void __gnu_cxx::new_allocator<mbr>::construct<mbr, mbr const&>(mbr*, mbr const&) [239]
                0.00    0.00  655464/2836403     void std::allocator_traits<std::allocator<mbr> >::construct<mbr, mbr const&>(std::allocator<mbr>&, mbr*, mbr const&) [240]
                0.00    0.00 1523285/2836403     void std::_Construct<mbr, mbr const&>(mbr*, mbr const&) [206]
[191]    0.0    0.00    0.00 2836403         mbr const& std::forward<mbr const&>(std::remove_reference<mbr const&>::type&) [191]
-----------------------------------------------
                0.00    0.00     189/2799651     erase_cmbr_map(int, std::vector<int, std::allocator<int> >) [166]
                0.00    0.00     237/2799651     print_cmbr_map() [571]
                0.00    0.00     669/2799651     buildCMBRList(std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >) [2]
                0.00    0.00 2798556/2799651     _fu1___ZSt4cout [6]
[192]    0.0    0.00    0.00 2799651         std::vector<std::vector<cmbr_comb, std::allocator<cmbr_comb> >, std::allocator<std::vector<cmbr_comb, std::allocator<cmbr_comb> > > >::operator[](unsigned int) [192]
-----------------------------------------------
                0.00    0.00     189/2798928     erase_cmbr_map(int, std::vector<int, std::allocator<int> >) [166]
                0.00    0.00     444/2798928     buildCMBRList(std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >) [2]
                0.00    0.00 2798295/2798928     _fu1___ZSt4cout [6]
[193]    0.0    0.00    0.00 2798928         std::vector<cmbr_comb, std::allocator<cmbr_comb> >::operator[](unsigned int) [193]
-----------------------------------------------
                0.00    0.00 1092408/2609422     std::allocator<int>::allocator(std::allocator<int> const&) [220]
                0.00    0.00 1517014/2609422     std::allocator<int>::allocator(std::allocator<int> const&) [207]
[194]    0.0    0.00    0.00 2609422         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [194]
-----------------------------------------------
                0.00    0.00  932522/2455807     mbr* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<mbr*>, mbr*>(std::move_iterator<mbr*>, std::move_iterator<mbr*>, mbr*) [320]
                0.00    0.00 1523285/2455807     mbr* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<mbr const*, std::vector<mbr, std::allocator<mbr> > >, mbr*>(__gnu_cxx::__normal_iterator<mbr const*, std::vector<mbr, std::allocator<mbr> > >, __gnu_cxx::__normal_iterator<mbr const*, std::vector<mbr, std::allocator<mbr> > >, mbr*) [53]
[195]    0.0    0.00    0.00 2455807         mbr* std::__addressof<mbr>(mbr&) [195]
-----------------------------------------------
                0.00    0.00     405/2335809     std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned int>(std::vector<int, std::allocator<int> >*, unsigned int) [488]
                0.00    0.00   24114/2335809     std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [133]
                0.00    0.00   52966/2335809     void std::_Destroy_aux<false>::__destroy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >) [128]
                0.00    0.00  424606/2335809     std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*>, std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*) [31]
                0.00    0.00  770565/2335809     std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [26]
                0.00    0.00 1063153/2335809     void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [39]
[196]    0.0    0.00    0.00 2335809         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [196]
-----------------------------------------------
                0.00    0.00   68646/2261852     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [146]
                0.00    0.00 2193206/2261852     int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [61]
[197]    0.0    0.00    0.00 2261852         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [197]
-----------------------------------------------
                0.00    0.00 1092408/2209611     std::allocator<int>::~allocator() [221]
                0.00    0.00 1117203/2209611     std::allocator<int>::~allocator() [213]
[198]    0.0    0.00    0.00 2209611         __gnu_cxx::new_allocator<int>::~new_allocator() [198]
-----------------------------------------------
                0.00    0.00 1874208/1874208     bool std::operator==<mbr*>(std::move_iterator<mbr*> const&, std::move_iterator<mbr*> const&) [226]
[199]    0.0    0.00    0.00 1874208         std::move_iterator<mbr*>::base() const [199]
-----------------------------------------------
                0.00    0.00 1781293/1781293     void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [201]
[200]    0.0    0.00    0.00 1781293         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [200]
                0.00    0.00 1781293/3569546     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [188]
                0.00    0.00 1781293/6412737     operator new(unsigned int, void*) [186]
-----------------------------------------------
                0.00    0.00    6960/1781293     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [152]
                0.00    0.00 1774333/1781293     std::vector<int, std::allocator<int> >::push_back(int const&) [79]
[201]    0.0    0.00    0.00 1781293         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [201]
                0.00    0.00 1781293/3569546     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [188]
                0.00    0.00 1781293/1781293     void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [200]
-----------------------------------------------
                0.00    0.00     326/1545082     std::vector<int, std::allocator<int> > const* std::__niter_base<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >) [454]
                0.00    0.00 1544756/1545082     bool __gnu_cxx::operator!=<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [234]
[202]    0.0    0.00    0.00 1545082         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const [202]
-----------------------------------------------
                0.00    0.00   14478/1541577     int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*) [315]
                0.00    0.00   97073/1541577     int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [161]
                0.00    0.00  333423/1541577     int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [258]
                0.00    0.00 1096603/1541577     int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [59]
